,year,month,view_type,count,timestamp,is_pagecount
163,2008,08,pagecount_desktop_views,5140155519.0,2008-08-01,True
164,2008,09,pagecount_desktop_views,5479533823.0,2008-09-01,True
165,2008,10,pagecount_desktop_views,5679440782.0,2008-10-01,True
166,2008,11,pagecount_desktop_views,5415832071.0,2008-11-01,True
167,2008,12,pagecount_desktop_views,5211708451.0,2008-12-01,True
168,2009,01,pagecount_desktop_views,5802681551.0,2009-01-01,True
169,2009,02,pagecount_desktop_views,5547320860.0,2009-02-01,True
170,2009,03,pagecount_desktop_views,6295159057.0,2009-03-01,True
171,2009,04,pagecount_desktop_views,5988817321.0,2009-04-01,True
172,2009,05,pagecount_desktop_views,6267516733.0,2009-05-01,True
173,2009,06,pagecount_desktop_views,5818924182.0,2009-06-01,True
174,2009,07,pagecount_desktop_views,5801646978.0,2009-07-01,True
175,2009,08,pagecount_desktop_views,5790850384.0,2009-08-01,True
176,2009,09,pagecount_desktop_views,4057515768.0,2009-09-01,True
177,2009,10,pagecount_desktop_views,6016107147.0,2009-10-01,True
178,2009,11,pagecount_desktop_views,5768486910.0,2009-11-01,True
179,2009,12,pagecount_desktop_views,5426505977.0,2009-12-01,True
180,2010,01,pagecount_desktop_views,5703465285.0,2010-01-01,True
181,2010,02,pagecount_desktop_views,5762451418.0,2010-02-01,True
182,2010,03,pagecount_desktop_views,6661347946.0,2010-03-01,True
183,2010,04,pagecount_desktop_views,6618552152.0,2010-04-01,True
184,2010,05,pagecount_desktop_views,6410578775.0,2010-05-01,True
185,2010,06,pagecount_desktop_views,4898035014.0,2010-06-01,True
186,2010,07,pagecount_desktop_views,5296177638.0,2010-07-01,True
187,2010,08,pagecount_desktop_views,7381346660.0,2010-08-01,True
188,2010,09,pagecount_desktop_views,7546488744.0,2010-09-01,True
189,2010,10,pagecount_desktop_views,10172844562.0,2010-10-01,True
190,2010,11,pagecount_desktop_views,6948678354.0,2010-11-01,True
191,2010,12,pagecount_desktop_views,7001952100.0,2010-12-01,True
192,2011,01,pagecount_desktop_views,7568511227.0,2011-01-01,True
193,2011,02,pagecount_desktop_views,6906248849.0,2011-02-01,True
194,2011,03,pagecount_desktop_views,7326545928.0,2011-03-01,True
195,2011,04,pagecount_desktop_views,6835492088.0,2011-04-01,True
196,2011,05,pagecount_desktop_views,7009799378.0,2011-05-01,True
197,2011,06,pagecount_desktop_views,6536675534.0,2011-06-01,True
198,2011,07,pagecount_desktop_views,6571730164.0,2011-07-01,True
199,2011,08,pagecount_desktop_views,6514500361.0,2011-08-01,True
200,2011,09,pagecount_desktop_views,5837738935.0,2011-09-01,True
201,2011,10,pagecount_desktop_views,6974424665.0,2011-10-01,True
202,2011,11,pagecount_desktop_views,7507641641.0,2011-11-01,True
203,2011,12,pagecount_desktop_views,6396357939.0,2011-12-01,True
204,2012,01,pagecount_desktop_views,7808477339.0,2012-01-01,True
205,2012,02,pagecount_desktop_views,7530127141.0,2012-02-01,True
206,2012,03,pagecount_desktop_views,7358543625.0,2012-03-01,True
207,2012,04,pagecount_desktop_views,7220029422.0,2012-04-01,True
208,2012,05,pagecount_desktop_views,7784479302.0,2012-05-01,True
209,2012,06,pagecount_desktop_views,7524265988.0,2012-06-01,True
210,2012,07,pagecount_desktop_views,7819376527.0,2012-07-01,True
211,2012,08,pagecount_desktop_views,7885641059.0,2012-08-01,True
212,2012,09,pagecount_desktop_views,7913689733.0,2012-09-01,True
213,2012,10,pagecount_desktop_views,8379960050.0,2012-10-01,True
214,2012,11,pagecount_desktop_views,8219987195.0,2012-11-01,True
215,2012,12,pagecount_desktop_views,8033826900.0,2012-12-01,True
216,2013,01,pagecount_desktop_views,9126210673.0,2013-01-01,True
217,2013,02,pagecount_desktop_views,8100597857.0,2013-02-01,True
218,2013,03,pagecount_desktop_views,8701419671.0,2013-03-01,True
219,2013,04,pagecount_desktop_views,8049296729.0,2013-04-01,True
220,2013,05,pagecount_desktop_views,8089099883.0,2013-05-01,True
221,2013,06,pagecount_desktop_views,7759959725.0,2013-06-01,True
222,2013,07,pagecount_desktop_views,8237301982.0,2013-07-01,True
223,2013,08,pagecount_desktop_views,9306122925.0,2013-08-01,True
224,2013,09,pagecount_desktop_views,9985326806.0,2013-09-01,True
225,2013,10,pagecount_desktop_views,10775158269.0,2013-10-01,True
226,2013,11,pagecount_desktop_views,10414877805.0,2013-11-01,True
227,2013,12,pagecount_desktop_views,7102459747.0,2013-12-01,True
228,2014,01,pagecount_desktop_views,7026531269.0,2014-01-01,True
229,2014,02,pagecount_desktop_views,6718243109.0,2014-02-01,True
230,2014,03,pagecount_desktop_views,7464128273.0,2014-03-01,True
231,2014,04,pagecount_desktop_views,7216245221.0,2014-04-01,True
232,2014,05,pagecount_desktop_views,7543277646.0,2014-05-01,True
233,2014,06,pagecount_desktop_views,6577352648.0,2014-06-01,True
234,2014,07,pagecount_desktop_views,6761059566.0,2014-07-01,True
235,2014,08,pagecount_desktop_views,6687313714.0,2014-08-01,True
236,2014,09,pagecount_desktop_views,7564600999.0,2014-09-01,True
237,2014,10,pagecount_desktop_views,6577533128.0,2014-10-01,True
238,2014,11,pagecount_desktop_views,6153537606.0,2014-11-01,True
239,2014,12,pagecount_desktop_views,5830332248.0,2014-12-01,True
240,2015,01,pagecount_desktop_views,6103767055.0,2015-01-01,True
241,2015,02,pagecount_desktop_views,5602710439.0,2015-02-01,True
242,2015,03,pagecount_desktop_views,6346602713.0,2015-03-01,True
243,2015,04,pagecount_desktop_views,6198945657.0,2015-04-01,True
244,2015,05,pagecount_desktop_views,6323801814.0,2015-05-01,True
245,2015,06,pagecount_desktop_views,5165413640.0,2015-06-01,True
246,2015,07,pagecount_desktop_views,5229226022.0,2015-07-01,True
247,2015,08,pagecount_desktop_views,5035534449.0,2015-08-01,True
248,2015,09,pagecount_desktop_views,5409631355.0,2015-09-01,True
249,2015,10,pagecount_desktop_views,5535704471.0,2015-10-01,True
250,2015,11,pagecount_desktop_views,5296956116.0,2015-11-01,True
251,2015,12,pagecount_desktop_views,5264446173.0,2015-12-01,True
252,2016,01,pagecount_desktop_views,5569632502.0,2016-01-01,True
253,2016,02,pagecount_desktop_views,5347709361.0,2016-02-01,True
254,2016,03,pagecount_desktop_views,5407676056.0,2016-03-01,True
255,2016,04,pagecount_desktop_views,5572235399.0,2016-04-01,True
256,2016,05,pagecount_desktop_views,5330532334.0,2016-05-01,True
257,2016,06,pagecount_desktop_views,4975092447.0,2016-06-01,True
258,2016,07,pagecount_desktop_views,5363966439.0,2016-07-01,True
259,2016,08,pagecount_desktop_views,,2016-08-01,True
260,2016,09,pagecount_desktop_views,,2016-09-01,True
261,2016,10,pagecount_desktop_views,,2016-10-01,True
262,2016,11,pagecount_desktop_views,,2016-11-01,True
263,2016,12,pagecount_desktop_views,,2016-12-01,True
264,2017,01,pagecount_desktop_views,,2017-01-01,True
265,2017,02,pagecount_desktop_views,,2017-02-01,True
266,2017,03,pagecount_desktop_views,,2017-03-01,True
267,2017,04,pagecount_desktop_views,,2017-04-01,True
268,2017,05,pagecount_desktop_views,,2017-05-01,True
269,2017,06,pagecount_desktop_views,,2017-06-01,True
270,2017,07,pagecount_desktop_views,,2017-07-01,True
271,2017,08,pagecount_desktop_views,,2017-08-01,True
272,2017,09,pagecount_desktop_views,,2017-09-01,True
273,2017,10,pagecount_desktop_views,,2017-10-01,True
274,2017,11,pagecount_desktop_views,,2017-11-01,True
275,2017,12,pagecount_desktop_views,,2017-12-01,True
276,2018,01,pagecount_desktop_views,,2018-01-01,True
277,2018,02,pagecount_desktop_views,,2018-02-01,True
278,2018,03,pagecount_desktop_views,,2018-03-01,True
279,2018,04,pagecount_desktop_views,,2018-04-01,True
280,2018,05,pagecount_desktop_views,,2018-05-01,True
281,2018,06,pagecount_desktop_views,,2018-06-01,True
282,2018,07,pagecount_desktop_views,,2018-07-01,True
283,2018,08,pagecount_desktop_views,,2018-08-01,True
284,2018,09,pagecount_desktop_views,,2018-09-01,True
285,2018,10,pagecount_desktop_views,,2018-10-01,True
286,2018,11,pagecount_desktop_views,,2018-11-01,True
287,2018,12,pagecount_desktop_views,,2018-12-01,True
288,2019,01,pagecount_desktop_views,,2019-01-01,True
289,2019,02,pagecount_desktop_views,,2019-02-01,True
290,2019,03,pagecount_desktop_views,,2019-03-01,True
291,2019,04,pagecount_desktop_views,,2019-04-01,True
292,2019,05,pagecount_desktop_views,,2019-05-01,True
293,2019,06,pagecount_desktop_views,,2019-06-01,True
294,2019,07,pagecount_desktop_views,,2019-07-01,True
295,2019,08,pagecount_desktop_views,,2019-08-01,True
296,2019,09,pagecount_desktop_views,,2019-09-01,True
297,2019,10,pagecount_desktop_views,,2019-10-01,True
298,2019,11,pagecount_desktop_views,,2019-11-01,True
299,2019,12,pagecount_desktop_views,,2019-12-01,True
300,2020,01,pagecount_desktop_views,,2020-01-01,True
301,2020,02,pagecount_desktop_views,,2020-02-01,True
302,2020,03,pagecount_desktop_views,,2020-03-01,True
303,2020,04,pagecount_desktop_views,,2020-04-01,True
304,2020,05,pagecount_desktop_views,,2020-05-01,True
305,2020,06,pagecount_desktop_views,,2020-06-01,True
306,2020,07,pagecount_desktop_views,,2020-07-01,True
307,2020,08,pagecount_desktop_views,,2020-08-01,True
308,2020,09,pagecount_desktop_views,,2020-09-01,True
309,2020,10,pagecount_desktop_views,,2020-10-01,True
310,2007,12,pagecount_mobile_views,,2007-12-01,True
311,2008,01,pagecount_mobile_views,,2008-01-01,True
312,2008,02,pagecount_mobile_views,,2008-02-01,True
313,2008,03,pagecount_mobile_views,,2008-03-01,True
314,2008,04,pagecount_mobile_views,,2008-04-01,True
315,2008,05,pagecount_mobile_views,,2008-05-01,True
316,2008,06,pagecount_mobile_views,,2008-06-01,True
317,2008,07,pagecount_mobile_views,,2008-07-01,True
318,2008,08,pagecount_mobile_views,,2008-08-01,True
319,2008,09,pagecount_mobile_views,,2008-09-01,True
320,2008,10,pagecount_mobile_views,,2008-10-01,True
321,2008,11,pagecount_mobile_views,,2008-11-01,True
322,2008,12,pagecount_mobile_views,,2008-12-01,True
323,2009,01,pagecount_mobile_views,,2009-01-01,True
324,2009,02,pagecount_mobile_views,,2009-02-01,True
325,2009,03,pagecount_mobile_views,,2009-03-01,True
326,2009,04,pagecount_mobile_views,,2009-04-01,True
327,2009,05,pagecount_mobile_views,,2009-05-01,True
328,2009,06,pagecount_mobile_views,,2009-06-01,True
329,2009,07,pagecount_mobile_views,,2009-07-01,True
330,2009,08,pagecount_mobile_views,,2009-08-01,True
331,2009,09,pagecount_mobile_views,,2009-09-01,True
332,2009,10,pagecount_mobile_views,,2009-10-01,True
333,2009,11,pagecount_mobile_views,,2009-11-01,True
334,2009,12,pagecount_mobile_views,,2009-12-01,True
335,2010,01,pagecount_mobile_views,,2010-01-01,True
336,2010,02,pagecount_mobile_views,,2010-02-01,True
337,2010,03,pagecount_mobile_views,,2010-03-01,True
338,2010,04,pagecount_mobile_views,,2010-04-01,True
339,2010,05,pagecount_mobile_views,,2010-05-01,True
340,2010,06,pagecount_mobile_views,,2010-06-01,True
341,2010,07,pagecount_mobile_views,,2010-07-01,True
342,2010,08,pagecount_mobile_views,,2010-08-01,True
343,2010,09,pagecount_mobile_views,,2010-09-01,True
344,2010,10,pagecount_mobile_views,,2010-10-01,True
345,2010,11,pagecount_mobile_views,,2010-11-01,True
346,2010,12,pagecount_mobile_views,,2010-12-01,True
347,2011,01,pagecount_mobile_views,,2011-01-01,True
348,2011,02,pagecount_mobile_views,,2011-02-01,True
349,2011,03,pagecount_mobile_views,,2011-03-01,True
350,2011,04,pagecount_mobile_views,,2011-04-01,True
351,2011,05,pagecount_mobile_views,,2011-05-01,True
352,2011,06,pagecount_mobile_views,,2011-06-01,True
353,2011,07,pagecount_mobile_views,,2011-07-01,True
354,2011,08,pagecount_mobile_views,,2011-08-01,True
355,2011,09,pagecount_mobile_views,,2011-09-01,True
356,2011,10,pagecount_mobile_views,,2011-10-01,True
357,2011,11,pagecount_mobile_views,,2011-11-01,True
358,2011,12,pagecount_mobile_views,,2011-12-01,True
359,2012,01,pagecount_mobile_views,,2012-01-01,True
360,2012,02,pagecount_mobile_views,,2012-02-01,True
361,2012,03,pagecount_mobile_views,,2012-03-01,True
362,2012,04,pagecount_mobile_views,,2012-04-01,True
363,2012,05,pagecount_mobile_views,,2012-05-01,True
364,2012,06,pagecount_mobile_views,,2012-06-01,True
365,2012,07,pagecount_mobile_views,,2012-07-01,True
366,2012,08,pagecount_mobile_views,,2012-08-01,True
367,2012,09,pagecount_mobile_views,,2012-09-01,True
368,2012,10,pagecount_mobile_views,,2012-10-01,True
369,2012,11,pagecount_mobile_views,,2012-11-01,True
370,2012,12,pagecount_mobile_views,,2012-12-01,True
371,2013,01,pagecount_mobile_views,,2013-01-01,True
372,2013,02,pagecount_mobile_views,,2013-02-01,True
373,2013,03,pagecount_mobile_views,,2013-03-01,True
374,2013,04,pagecount_mobile_views,,2013-04-01,True
375,2013,05,pagecount_mobile_views,,2013-05-01,True
376,2013,06,pagecount_mobile_views,,2013-06-01,True
377,2013,07,pagecount_mobile_views,,2013-07-01,True
378,2013,08,pagecount_mobile_views,,2013-08-01,True
379,2013,09,pagecount_mobile_views,,2013-09-01,True
380,2013,10,pagecount_mobile_views,,2013-10-01,True
381,2013,11,pagecount_mobile_views,,2013-11-01,True
382,2013,12,pagecount_mobile_views,,2013-12-01,True
383,2014,01,pagecount_mobile_views,,2014-01-01,True
384,2014,02,pagecount_mobile_views,,2014-02-01,True
385,2014,03,pagecount_mobile_views,,2014-03-01,True
386,2014,04,pagecount_mobile_views,,2014-04-01,True
387,2014,05,pagecount_mobile_views,,2014-05-01,True
388,2014,06,pagecount_mobile_views,,2014-06-01,True
389,2014,07,pagecount_mobile_views,,2014-07-01,True
390,2014,08,pagecount_mobile_views,,2014-08-01,True
391,2014,09,pagecount_mobile_views,,2014-09-01,True
392,2014,10,pagecount_mobile_views,3091546685.0,2014-10-01,True
393,2014,11,pagecount_mobile_views,3027489668.0,2014-11-01,True
394,2014,12,pagecount_mobile_views,3278950021.0,2014-12-01,True
395,2015,01,pagecount_mobile_views,3485302091.0,2015-01-01,True
396,2015,02,pagecount_mobile_views,3091534479.0,2015-02-01,True
397,2015,03,pagecount_mobile_views,3330832588.0,2015-03-01,True
398,2015,04,pagecount_mobile_views,3222089917.0,2015-04-01,True
399,2015,05,pagecount_mobile_views,3334069483.0,2015-05-01,True
400,2015,06,pagecount_mobile_views,3038162463.0,2015-06-01,True
401,2015,07,pagecount_mobile_views,3254472695.0,2015-07-01,True
402,2015,08,pagecount_mobile_views,3268487582.0,2015-08-01,True
403,2015,09,pagecount_mobile_views,3172429827.0,2015-09-01,True
404,2015,10,pagecount_mobile_views,3246082505.0,2015-10-01,True
405,2015,11,pagecount_mobile_views,3218234512.0,2015-11-01,True
406,2015,12,pagecount_mobile_views,3387411863.0,2015-12-01,True
407,2016,01,pagecount_mobile_views,3739628742.0,2016-01-01,True
408,2016,02,pagecount_mobile_views,3333231392.0,2016-02-01,True
409,2016,03,pagecount_mobile_views,3419853636.0,2016-03-01,True
410,2016,04,pagecount_mobile_views,3301385124.0,2016-04-01,True
411,2016,05,pagecount_mobile_views,3418435805.0,2016-05-01,True
412,2016,06,pagecount_mobile_views,3372618063.0,2016-06-01,True
413,2016,07,pagecount_mobile_views,3500661121.0,2016-07-01,True
414,2016,08,pagecount_mobile_views,,2016-08-01,True
415,2016,09,pagecount_mobile_views,,2016-09-01,True
416,2016,10,pagecount_mobile_views,,2016-10-01,True
417,2016,11,pagecount_mobile_views,,2016-11-01,True
418,2016,12,pagecount_mobile_views,,2016-12-01,True
419,2017,01,pagecount_mobile_views,,2017-01-01,True
420,2017,02,pagecount_mobile_views,,2017-02-01,True
421,2017,03,pagecount_mobile_views,,2017-03-01,True
422,2017,04,pagecount_mobile_views,,2017-04-01,True
423,2017,05,pagecount_mobile_views,,2017-05-01,True
424,2017,06,pagecount_mobile_views,,2017-06-01,True
425,2017,07,pagecount_mobile_views,,2017-07-01,True
426,2017,08,pagecount_mobile_views,,2017-08-01,True
427,2017,09,pagecount_mobile_views,,2017-09-01,True
428,2017,10,pagecount_mobile_views,,2017-10-01,True
429,2017,11,pagecount_mobile_views,,2017-11-01,True
430,2017,12,pagecount_mobile_views,,2017-12-01,True
431,2018,01,pagecount_mobile_views,,2018-01-01,True
432,2018,02,pagecount_mobile_views,,2018-02-01,True
433,2018,03,pagecount_mobile_views,,2018-03-01,True
434,2018,04,pagecount_mobile_views,,2018-04-01,True
435,2018,05,pagecount_mobile_views,,2018-05-01,True
436,2018,06,pagecount_mobile_views,,2018-06-01,True
437,2018,07,pagecount_mobile_views,,2018-07-01,True
438,2018,08,pagecount_mobile_views,,2018-08-01,True
439,2018,09,pagecount_mobile_views,,2018-09-01,True
440,2018,10,pagecount_mobile_views,,2018-10-01,True
441,2018,11,pagecount_mobile_views,,2018-11-01,True
442,2018,12,pagecount_mobile_views,,2018-12-01,True
443,2019,01,pagecount_mobile_views,,2019-01-01,True
444,2019,02,pagecount_mobile_views,,2019-02-01,True
445,2019,03,pagecount_mobile_views,,2019-03-01,True
446,2019,04,pagecount_mobile_views,,2019-04-01,True
447,2019,05,pagecount_mobile_views,,2019-05-01,True
448,2019,06,pagecount_mobile_views,,2019-06-01,True
449,2019,07,pagecount_mobile_views,,2019-07-01,True
450,2019,08,pagecount_mobile_views,,2019-08-01,True
451,2019,09,pagecount_mobile_views,,2019-09-01,True
452,2019,10,pagecount_mobile_views,,2019-10-01,True
453,2019,11,pagecount_mobile_views,,2019-11-01,True
454,2019,12,pagecount_mobile_views,,2019-12-01,True
455,2020,01,pagecount_mobile_views,,2020-01-01,True
456,2020,02,pagecount_mobile_views,,2020-02-01,True
457,2020,03,pagecount_mobile_views,,2020-03-01,True
458,2020,04,pagecount_mobile_views,,2020-04-01,True
